person_age,person_gender,person_0,person_income,person_emp_exp,person_home_2ership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,1,High School,68297,3,0,24250,1,14.96,0.36,2,507,0,1
22,1,Master,89977,3,0,24250,3,15.65,0.27,2,692,0,1
24,0,Associate,79510,2,0,24250,1,15.7,0.3,2,604,0,1
24,0,Bachelor,109050,5,0,24250,2,12.53,0.22,3,622,0,0
26,0,Bachelor,94635,2,0,24250,5,17.56,0.26,3,643,0,1
23,1,High School,120966,0,0,24250,4,12.87,0.2,2,565,0,0
23,1,Master,124437,0,0,24250,4,15.7,0.19,2,718,1,0
25,1,Bachelor,193147,3,1,9000,0,11.01,0.05,3,625,1,0
25,1,Bachelor,192914,0,2,15000,2,11.14,0.08,4,614,1,0
24,0,Bachelor,192806,2,1,20000,2,16,0.1,3,690,1,0
23,1,High School,193097,0,1,25000,0,15.65,0.13,2,564,1,0
26,0,Associate,193082,5,1,13750,3,11.01,0.07,4,579,1,0
21,0,High School,192841,1,1,15250,2,15.31,0.08,4,648,0,0
25,1,Master,193300,3,1,20000,2,13.47,0.1,2,531,1,0
22,1,Associate,21205,0,1,4750,5,13.85,0.22,2,658,0,1
25,0,Bachelor,135292,3,0,24250,4,11.01,0.18,3,574,0,0
21,1,High School,21363,2,1,6000,2,10.39,0.28,4,671,0,1
25,1,High School,139035,7,0,24250,5,11.36,0.17,2,633,0,0
23,1,High School,173511,0,0,24250,0,11.83,0.14,3,631,1,0
23,1,Associate,345520,0,0,24250,0,12.53,0.07,3,652,1,0
22,0,Bachelor,130762,3,0,24150,5,14.96,0.18,3,683,0,1
22,0,Bachelor,52596,0,0,24000,3,13.85,0.46,3,693,0,1
23,0,Bachelor,57326,2,0,24000,2,11.58,0.42,4,603,0,1
24,0,High School,58262,1,0,24000,2,16.29,0.41,2,522,0,1
26,0,High School,58620,4,0,24000,1,11.01,0.41,3,664,0,1
21,0,Master,55113,0,0,24000,0,16.29,0.44,2,645,0,1
25,1,Bachelor,63361,2,0,24000,4,10.74,0.38,2,592,0,1
22,0,Associate,22107,4,1,2250,0,15.27,0.1,3,636,1,0
24,0,Bachelor,57356,3,0,24000,4,17.8,0.42,2,672,0,1
22,0,Bachelor,21790,0,1,1000,2,11.36,0.05,2,686,1,0
22,0,High School,59680,0,0,24000,1,17.56,0.4,4,590,0,1
26,0,Master,72720,2,0,24000,4,7.9,0.33,4,636,0,1
25,0,High School,73024,5,0,24000,4,10.99,0.33,4,580,0,1
22,1,Bachelor,73110,0,0,24000,4,7.29,0.33,3,674,0,1
21,0,Associate,72902,0,0,24000,1,10.75,0.33,2,601,0,1
26,0,High School,75416,4,0,24000,3,7.9,0.32,3,620,0,1
22,1,Master,75959,0,0,24000,0,14.84,0.32,2,642,0,1
26,1,Associate,79222,7,0,24000,3,11.01,0.3,2,616,0,1
22,0,Associate,21824,0,1,4975,0,11.01,0.23,3,588,0,1
23,1,High School,71875,1,0,24000,3,19.69,0.33,2,585,0,1
23,1,Bachelor,80313,1,0,24000,2,11.01,0.3,4,632,0,1
24,1,High School,72647,5,0,24000,2,14.96,0.33,4,556,0,1
25,1,Bachelor,80492,4,0,24000,0,6.99,0.3,3,602,0,1
22,1,High School,75646,0,0,24000,4,16.45,0.32,4,639,0,1
24,1,Associate,85223,3,0,24000,0,10.99,0.28,4,603,0,1
23,1,Associate,89735,2,0,24000,3,10.99,0.27,2,689,0,1
22,1,High School,22364,4,2,3000,4,7.9,0.13,4,672,0,1
22,0,Master,90780,2,0,24000,0,12.69,0.26,4,499,0,1
24,1,Bachelor,90889,1,0,24000,1,10.37,0.26,3,643,0,1
24,1,Bachelor,90911,2,0,24000,5,11.01,0.26,3,589,0,1
26,1,Master,83953,2,0,24000,3,15.83,0.29,3,646,0,1
23,1,Associate,94644,1,0,24000,4,13.92,0.25,3,613,0,1
22,0,High School,22616,0,2,2000,2,11.49,0.09,3,567,0,0
24,0,Bachelor,96989,4,0,24000,1,10.25,0.25,2,603,0,0
22,0,Associate,22867,3,2,3500,5,7.49,0.15,4,647,0,1
23,0,Master,22583,1,2,4000,0,5.99,0.18,2,645,0,1
23,0,Bachelor,90900,0,0,24000,4,12.92,0.26,2,672,0,1
26,0,Master,107641,6,0,24000,4,11.58,0.22,3,648,0,0
25,1,High School,114870,4,0,24000,0,8.9,0.21,2,653,0,0
22,1,Bachelor,100479,0,0,24000,3,19.69,0.24,3,590,0,1
25,0,Master,114958,2,0,24000,2,6.54,0.21,4,704,1,0
21,0,Master,22882,0,2,4900,5,14.54,0.21,4,674,0,1
21,0,Bachelor,22392,0,2,5000,0,11.11,0.22,2,594,0,1
26,0,High School,120498,5,0,24000,4,12.73,0.2,4,626,0,0
24,0,Master,132873,2,0,24000,2,15.62,0.18,4,701,1,0
24,1,Associate,22635,3,2,6250,5,6.54,0.28,4,602,0,1
22,0,Associate,118299,0,0,24000,3,11.01,0.2,2,503,0,1
26,0,Associate,125665,5,0,24000,3,20,0.19,4,657,0,1
22,0,High School,144904,0,0,24000,0,9.91,0.17,4,638,0,0
24,0,Bachelor,144882,2,0,24000,2,12.69,0.17,4,646,1,0
26,1,Associate,130649,4,0,24000,0,20,0.18,3,678,0,1
24,1,Master,149622,4,0,24000,4,16.49,0.16,4,684,1,0
23,1,Bachelor,22957,1,1,2500,1,15.95,0.11,2,594,0,1
24,1,Master,157225,1,0,24000,3,11.49,0.15,3,538,1,0
25,0,Bachelor,163004,3,0,24000,4,10.99,0.15,2,662,0,0
24,1,High School,163035,2,0,24000,5,13.79,0.15,2,636,1,0
23,1,Master,138731,0,0,24000,1,20,0.17,3,613,0,1
23,0,Associate,180804,1,0,24000,0,7.49,0.13,4,573,1,0
23,1,Master,166378,0,0,24000,3,16,0.14,2,714,0,1
24,1,Associate,22684,0,2,13000,4,7.88,0.57,3,640,0,1
21,1,Bachelor,22366,0,2,6250,2,10.62,0.28,4,637,0,1
26,0,High School,187161,7,0,24000,3,10.99,0.13,4,633,1,0
26,1,Bachelor,178439,0,0,24000,0,18.3,0.13,2,615,0,1
26,1,Bachelor,204962,2,0,24000,3,11.01,0.12,2,552,1,0
21,1,Bachelor,22673,0,2,2500,4,11.36,0.11,3,670,1,0
24,1,Associate,53633,4,0,23975,5,11.01,0.45,2,678,0,1
23,0,Master,144983,2,0,23750,1,13.47,0.16,2,676,0,0
24,0,High School,67032,2,0,23600,4,11.89,0.35,3,624,0,1
24,1,High School,22664,0,1,10000,3,12.18,0.44,2,649,0,1
25,1,High School,123299,0,0,23600,3,13.49,0.19,4,555,1,0
23,0,Associate,91275,0,0,23575,4,14.5,0.26,4,613,0,1
22,1,Bachelor,22564,1,2,4000,1,11.01,0.18,2,684,0,1
22,1,Bachelor,22786,0,2,5400,1,15.31,0.24,2,647,0,1
25,1,High School,22450,4,1,4000,1,11.01,0.18,3,580,0,1
21,0,Bachelor,22666,0,2,3375,2,11.01,0.15,2,630,0,1
22,1,Bachelor,81701,1,0,23400,2,7.49,0.29,2,589,0,1
22,1,High School,52984,0,0,23000,4,11.01,0.43,3,621,0,1
25,0,Master,68579,1,0,23000,0,11.01,0.34,2,665,0,1
23,0,Bachelor,73014,0,0,23000,2,12.18,0.32,4,668,0,1
24,0,Bachelor,22608,2,1,1200,2,11.34,0.05,4,615,1,0
25,0,High School,76932,2,0,23000,0,9.91,0.3,3,604,0,1
24,1,High School,78955,1,0,23000,5,11.99,0.29,4,620,0,1
23,1,Master,82567,0,0,23000,0,9.62,0.28,2,558,0,1
22,1,Bachelor,22466,0,2,3000,3,9.96,0.13,3,603,0,1
25,1,Bachelor,97251,2,0,23000,2,11.01,0.24,2,683,1,0
24,1,Associate,106607,1,0,23000,2,14.54,0.22,2,641,0,1
22,1,Bachelor,71385,0,0,22750,1,11.36,0.32,4,521,0,1
23,0,Bachelor,84865,3,0,22500,3,14.27,0.27,2,655,0,1
24,1,Bachelor,22789,1,2,3000,5,11.99,0.13,3,663,0,1
26,0,Bachelor,84801,4,0,22500,0,18.99,0.27,2,605,0,1
24,1,Bachelor,88421,4,0,22400,2,16.7,0.25,4,708,0,1
24,1,High School,23071,3,1,5000,4,9.32,0.22,3,571,0,1
23,1,Bachelor,43042,1,0,22250,3,12.69,0.52,3,678,0,1
25,0,High School,53119,1,0,22000,5,13.11,0.41,2,597,0,1
25,1,Bachelor,63311,1,0,22000,4,10.74,0.35,2,689,0,1
21,1,Bachelor,23597,0,1,4200,4,14.11,0.18,4,675,0,1
22,0,High School,69308,1,0,22000,0,9.63,0.32,3,591,0,1
25,0,High School,70598,5,0,22000,1,14.65,0.31,2,616,0,1
23,0,High School,73044,0,0,22000,3,10.25,0.3,4,640,0,1
24,1,Bachelor,73043,0,0,22000,2,14.26,0.3,2,593,0,1
25,0,Bachelor,23627,4,1,3000,0,9.91,0.13,2,649,0,1
26,1,Bachelor,68198,4,0,22000,1,17.19,0.32,3,645,0,1
22,0,High School,85089,0,0,22000,0,11.36,0.26,4,537,0,1
22,0,Bachelor,80358,0,0,22000,0,11.01,0.27,2,635,0,1
23,0,Bachelor,90025,0,0,22000,3,10.59,0.24,3,640,1,0
24,0,Master,93232,2,0,22000,0,9.25,0.24,2,625,0,0
22,0,Master,23497,0,2,3625,1,8.49,0.15,3,557,0,1
26,1,Associate,93314,8,0,22000,2,6.54,0.24,3,643,0,0
21,0,Associate,23543,0,2,6000,1,8.49,0.25,3,631,0,1
24,1,Bachelor,97038,0,0,22000,1,11.01,0.23,4,653,1,0
26,0,Associate,100246,1,0,22000,2,12.69,0.22,2,623,1,0
24,0,Bachelor,23667,3,2,7400,1,13.85,0.31,2,662,0,1
25,1,Associate,23719,2,2,4000,3,7.4,0.17,3,667,0,1
23,1,High School,101575,1,0,22000,3,11.71,0.22,4,586,0,0
25,0,Master,94168,3,0,22000,4,11.48,0.23,3,719,0,1
25,1,Master,99394,1,0,22000,0,17.51,0.22,2,646,0,1
21,1,High School,23504,0,1,3500,3,14.61,0.15,3,646,0,1
23,1,Bachelor,120500,3,0,22000,3,7.88,0.18,4,646,0,0
23,0,Bachelor,133195,1,0,22000,4,11.01,0.17,3,643,1,0
22,1,Bachelor,24148,1,1,4950,4,11.71,0.2,2,594,0,1
25,1,Bachelor,69353,1,0,21700,4,11.99,0.31,2,664,0,1
24,1,High School,65946,0,0,21600,2,13.49,0.33,2,605,0,1
23,0,High School,68677,0,0,21600,1,20,0.31,4,646,0,1
26,0,Associate,76687,3,0,21600,3,14.35,0.28,3,655,0,1
22,0,Bachelor,99087,0,0,21600,4,13.61,0.22,3,597,0,0
22,1,High School,94523,0,0,21600,3,11.26,0.23,3,679,0,1
22,0,High School,24092,0,2,2400,2,10.59,0.1,3,654,0,0
24,0,Bachelor,135365,1,0,21600,1,7.9,0.16,2,556,0,0
24,1,Associate,24420,2,1,7000,5,5.99,0.29,4,694,0,1
25,1,High School,23948,3,2,3000,0,11.99,0.13,4,587,0,1
24,0,Associate,71718,2,0,21500,1,16.89,0.3,3,620,0,1
24,0,Master,84999,0,0,21500,5,9.99,0.25,3,701,0,1
24,0,High School,140396,4,0,21500,0,15.33,0.15,3,572,1,0
25,1,High School,73404,4,0,21450,0,7.29,0.29,4,671,0,1
22,1,High School,38473,0,0,21250,3,12.42,0.55,3,599,0,1
25,1,Associate,57546,3,0,21250,2,10.99,0.37,2,610,0,1
25,1,Bachelor,62422,4,0,21250,2,6.91,0.34,2,588,0,1
22,1,Bachelor,23993,1,1,5000,3,14.17,0.21,2,691,0,1
22,1,High School,64732,0,0,21250,1,10.25,0.33,3,645,0,1
26,1,Associate,23955,2,2,9250,0,11.01,0.39,2,618,0,1
24,1,Bachelor,68154,2,0,21250,2,15.95,0.31,3,672,0,1
24,0,Associate,79138,2,0,21250,0,15.95,0.27,4,650,0,1
21,1,High School,42536,0,0,21000,2,12.53,0.49,4,687,0,1
22,1,Associate,23888,0,1,1400,5,14.91,0.06,4,535,0,1
23,1,Associate,24013,0,1,3000,1,11.01,0.12,4,604,0,1
26,0,Bachelor,48929,6,0,21000,1,6.54,0.43,4,601,0,1
25,0,Associate,24121,1,2,1000,2,11.01,0.04,3,612,1,0
26,1,Bachelor,51379,5,0,21000,1,17.26,0.41,4,666,0,1
23,1,High School,76364,0,0,21000,1,11.36,0.27,2,645,0,1
26,1,Bachelor,24297,3,1,4000,2,7.51,0.16,4,678,0,1
22,0,Bachelor,71599,0,0,21000,4,10.71,0.29,3,644,0,1
22,1,Associate,85496,1,0,21000,4,13.98,0.25,4,614,1,0
26,0,Associate,79163,3,0,21000,3,14.09,0.27,3,627,0,1
22,1,Master,90944,0,0,21000,0,10,0.23,3,523,1,0
22,0,Master,23973,0,1,5000,1,15.33,0.21,3,571,0,1
25,0,High School,75181,4,0,21000,1,16.32,0.28,4,546,0,1
24,0,Associate,95767,2,0,21000,5,7.9,0.22,2,640,0,0
23,0,Master,96788,1,0,21000,1,11.99,0.22,3,648,1,0
24,1,High School,101708,2,0,21000,1,10.75,0.21,4,593,0,0
26,1,Associate,103023,4,0,21000,5,13.92,0.2,3,658,1,0
22,1,Bachelor,113027,2,0,21000,0,9.91,0.19,3,701,0,0
26,0,Bachelor,98366,4,0,21000,0,16.95,0.21,3,702,0,1
26,1,Associate,117668,0,0,21000,0,7.9,0.18,3,711,1,0
26,1,Bachelor,117297,4,0,21000,0,11.01,0.18,3,570,1,0
25,0,Associate,120885,4,0,21000,4,16.49,0.17,3,637,0,1
26,0,Associate,24183,5,3,7500,4,11.97,0.31,2,621,0,1
21,1,High School,23664,1,1,6250,3,6.17,0.26,3,637,0,1
26,1,Associate,150692,7,0,21000,5,8.9,0.14,2,534,0,0
25,0,High School,151100,2,0,21000,0,12.99,0.14,3,577,1,0
23,1,Bachelor,99197,1,0,20900,4,12.69,0.21,2,638,0,0
21,0,Associate,24468,0,1,15000,0,9.64,0.61,2,548,0,1
26,0,High School,61015,2,0,20500,2,7.49,0.34,3,676,0,1
23,1,Associate,84845,0,0,20500,0,13.16,0.24,3,641,0,0
22,0,Associate,24872,0,2,2100,0,8.38,0.08,4,630,1,0
123,0,High School,97140,101,0,20400,0,10.25,0.21,3,805,1,0
23,1,Bachelor,65613,0,0,20375,4,7.49,0.31,2,518,0,1
26,1,High School,32325,4,0,20050,0,9.76,0.62,2,652,0,1
24,0,Associate,40881,0,0,20000,3,10.99,0.49,3,600,0,1
23,1,Associate,24766,0,2,5000,4,11.71,0.2,4,649,0,0
22,0,Associate,24995,0,2,9250,4,10.65,0.37,4,576,1,0
24,1,Master,43287,0,0,20000,1,12.53,0.46,4,600,0,1
25,1,Bachelor,46375,2,0,20000,1,14.59,0.43,4,654,0,1
23,0,High School,39416,0,0,20000,3,12.61,0.51,4,593,0,1
25,1,Associate,46636,2,0,20000,1,13.11,0.43,2,614,0,1
23,1,Associate,25168,0,1,6400,1,10.65,0.25,4,638,0,0
25,1,Bachelor,47473,3,0,20000,4,11.22,0.42,4,633,0,1
23,0,High School,40632,0,0,20000,0,16,0.49,2,649,0,1
25,0,Associate,41468,2,0,20000,5,8.88,0.48,4,591,0,1
24,1,High School,48897,2,0,20000,4,12.53,0.41,3,656,0,1
21,1,Bachelor,44226,0,0,20000,1,11.01,0.45,2,637,0,1
26,1,Bachelor,25012,3,1,4800,1,5.99,0.19,3,682,1,0
25,1,Associate,51210,4,0,20000,0,13.47,0.39,4,645,0,1
22,1,High School,51305,1,0,20000,2,6.99,0.39,4,602,0,1
25,1,Bachelor,25295,3,2,5650,4,15.99,0.22,2,637,1,0
23,0,Associate,24930,0,1,3625,0,11.01,0.15,3,662,1,0
22,1,High School,45716,0,0,20000,3,16.69,0.44,3,447,0,1
25,1,Bachelor,46683,3,0,20000,1,11.11,0.43,4,636,0,1
22,0,Associate,54870,0,0,20000,0,7.9,0.36,4,631,0,1
23,1,Associate,55291,3,0,20000,4,10.25,0.36,2,632,0,1
24,0,High School,54919,4,0,20000,1,11.01,0.36,2,670,0,1
23,0,Bachelor,25141,0,2,1200,1,7.49,0.05,3,700,0,0
22,1,High School,54899,0,0,20000,3,13.92,0.36,3,650,0,1
24,1,Associate,47903,0,0,20000,1,14.74,0.42,2,665,0,1
24,1,Associate,56744,0,0,20000,0,10.62,0.35,2,582,0,1
22,1,Associate,58440,0,0,20000,2,10.65,0.34,3,656,0,1
22,0,Associate,51628,0,0,20000,4,12.99,0.39,3,635,0,1
22,1,High School,58859,1,0,20000,2,11.36,0.34,4,672,0,1
22,0,Associate,24521,0,2,7500,0,5.79,0.31,4,612,1,0
23,0,Master,60235,4,0,20000,0,6.54,0.33,4,615,0,1
25,0,Master,25654,6,1,4000,2,5.79,0.16,2,725,0,0
25,0,Bachelor,61114,1,0,20000,3,7.49,0.33,3,639,0,1
25,0,Bachelor,60990,1,0,20000,0,13.43,0.33,2,691,0,1
22,0,Bachelor,61072,0,0,20000,3,13.22,0.33,2,681,0,1
22,1,Associate,25229,1,2,5000,2,14.72,0.2,3,604,1,0
22,0,Associate,53980,0,0,20000,0,15.68,0.37,4,688,0,1
24,1,Bachelor,61918,2,0,20000,1,11.01,0.32,3,672,0,1
25,0,Bachelor,62299,3,0,20000,5,11.48,0.32,3,680,0,1
24,1,Master,62192,3,0,20000,2,10.38,0.32,3,640,0,1
22,1,Bachelor,62045,0,0,20000,0,12.53,0.32,3,629,0,1
22,1,Bachelor,62350,1,0,20000,0,13.47,0.32,2,677,0,1
24,0,Associate,62508,0,0,20000,2,12.21,0.32,4,571,0,1
25,1,High School,63607,2,0,20000,2,10.99,0.31,3,647,0,1
25,1,Associate,63921,3,0,20000,0,11.36,0.31,4,568,0,1
22,1,Bachelor,56273,0,0,20000,3,16,0.36,4,700,0,1
26,1,Bachelor,24569,4,1,1500,4,7.74,0.06,3,570,1,0
24,1,High School,63481,3,0,20000,0,15.65,0.32,2,633,0,1
25,1,High School,56451,0,0,20000,3,11.78,0.35,2,646,0,1
24,0,Associate,63897,0,0,20000,5,11.01,0.31,3,614,0,1
22,0,High School,57193,0,0,20000,1,16.77,0.35,3,532,0,1
22,1,Associate,65874,0,0,20000,0,9.91,0.3,4,617,0,1
23,0,Associate,58705,3,0,20000,1,15.65,0.34,4,603,0,1
23,1,High School,58236,2,0,20000,1,14.96,0.34,3,588,0,1
23,1,Associate,65738,0,0,20000,2,11.83,0.3,4,668,0,1
24,1,High School,59765,2,0,20000,1,11.66,0.33,4,643,0,1
26,1,High School,67019,2,0,20000,0,12.18,0.3,4,639,0,1
24,0,Associate,67265,2,0,20000,5,6.91,0.3,2,525,0,1
25,1,Bachelor,66906,3,0,20000,3,6.91,0.3,3,666,0,1
26,0,Associate,59603,7,0,20000,5,19.79,0.34,3,642,0,1
25,1,High School,67174,2,0,20000,2,9.88,0.3,4,646,0,1
22,0,Associate,24993,1,1,16600,4,9.76,0.66,3,634,1,0
23,1,Associate,66844,0,0,20000,3,12.53,0.3,2,655,0,1
25,0,Associate,67482,6,0,20000,2,11.01,0.3,4,682,0,1
23,1,High School,24853,0,1,7125,4,6.99,0.29,2,631,1,0
23,1,Master,69387,2,0,20000,0,16.89,0.29,2,600,0,1
22,0,High School,62379,0,0,20000,4,17.49,0.32,4,641,0,1
23,1,Bachelor,24853,0,1,2500,0,16.82,0.1,2,524,1,0
26,1,Associate,24751,2,1,3600,5,11.01,0.15,2,669,1,0
22,0,Associate,70529,1,0,20000,3,13.11,0.28,2,593,0,1
23,0,Associate,71255,2,0,20000,3,7.66,0.28,3,654,0,1
26,1,Master,71761,3,0,20000,1,6.17,0.28,3,665,0,1
26,1,Bachelor,64550,8,0,20000,4,16.35,0.31,4,649,0,1
23,0,Bachelor,72969,1,0,20000,1,7.9,0.27,2,579,0,1
24,0,Bachelor,66060,4,0,20000,2,16.49,0.3,2,671,0,1
21,1,Bachelor,25666,0,2,3550,2,11.01,0.14,4,693,1,0
26,1,Associate,25229,3,1,7000,5,8,0.28,2,626,1,0
24,0,Master,72762,6,0,20000,4,10.99,0.27,2,677,0,1
24,1,Master,25451,3,2,7750,2,6.91,0.3,3,594,0,0
25,0,Bachelor,65742,1,0,20000,4,8.88,0.3,3,592,0,1
24,1,Bachelor,73352,1,0,20000,2,11.01,0.27,4,583,0,1
23,1,Master,65733,0,0,20000,3,14.84,0.3,3,592,0,1
23,1,Associate,65802,3,0,20000,4,11.12,0.3,2,628,0,1
22,1,Bachelor,72562,1,0,20000,0,7.88,0.28,3,567,0,1
25,0,Associate,73028,1,0,20000,0,11.01,0.27,2,654,0,1
22,1,Associate,25537,0,1,6000,0,15.99,0.23,4,623,0,0
24,1,Associate,25526,1,1,5500,3,10.99,0.22,4,661,1,0
25,1,Bachelor,73266,1,0,20000,0,11.01,0.27,3,658,0,1
25,1,High School,65555,1,0,20000,4,15.65,0.31,3,667,0,1
24,0,High School,65678,4,0,20000,4,17.04,0.3,3,602,0,1
23,0,Bachelor,73286,3,0,20000,0,12.21,0.27,2,687,0,1
21,1,Associate,25416,1,2,1275,0,15.23,0.05,3,626,1,0
25,0,High School,65967,6,0,20000,3,14.11,0.3,4,662,0,1
24,0,High School,73202,1,0,20000,4,11.14,0.27,2,536,0,1
21,1,Associate,25710,0,2,2400,1,11.49,0.09,4,623,0,0
24,0,Bachelor,73058,3,0,20000,4,13.87,0.27,4,647,0,1
26,1,High School,72650,3,0,20000,5,10.08,0.28,4,606,0,1
23,1,High School,66301,2,0,20000,4,16.7,0.3,4,645,0,1
24,1,High School,66951,2,0,20000,2,18.64,0.3,2,632,0,1
24,0,Bachelor,73899,0,0,20000,5,12.18,0.27,4,634,0,1
22,1,High School,25644,2,2,3800,3,11.01,0.15,3,645,0,0
25,0,High School,75578,2,0,20000,1,6.54,0.26,3,574,0,1
24,1,High School,68349,3,0,20000,0,14.61,0.29,4,576,0,1
21,0,Bachelor,68120,0,0,20000,2,17.39,0.29,3,664,0,1
24,1,High School,75484,2,0,20000,5,11.12,0.26,2,562,0,1
25,0,Bachelor,75802,2,0,20000,2,11.48,0.26,2,637,0,1
25,0,Master,76733,2,0,20000,1,12.42,0.26,3,656,0,1
26,1,Bachelor,70484,4,0,20000,3,10.25,0.28,2,590,0,1
23,0,Bachelor,78886,1,0,20000,1,10.65,0.25,3,653,0,1
24,0,Associate,25992,3,2,5000,4,16.29,0.19,3,612,0,0
23,0,Bachelor,79348,0,0,20000,1,10.37,0.25,2,703,0,1
23,1,Bachelor,78597,1,0,20000,2,11.49,0.25,3,596,0,1
24,1,High School,26216,0,2,10000,2,10.59,0.38,4,586,1,0
25,1,Master,26133,4,2,5375,2,13.49,0.21,2,650,1,0
26,0,Bachelor,71856,6,0,20000,4,11.01,0.28,4,610,0,1
23,1,Master,72259,2,0,20000,0,12.29,0.28,4,650,0,1
21,0,Bachelor,25869,0,1,3500,3,17.27,0.14,2,579,0,1
26,1,Associate,79098,2,0,20000,3,11.99,0.25,2,534,0,1
25,0,Associate,71754,4,0,20000,4,14.84,0.28,2,540,0,1
23,1,High School,71688,0,0,20000,3,10.83,0.28,2,584,0,1
23,0,Associate,79539,5,0,20000,3,13.22,0.25,2,584,0,1
22,0,High School,81282,1,0,20000,0,12.18,0.25,2,639,0,0
23,1,Bachelor,81580,1,0,20000,1,11.11,0.25,2,607,1,0
24,0,Master,81639,4,0,20000,5,13.48,0.24,2,681,0,0
26,1,High School,82432,6,0,20000,0,10.75,0.24,4,710,0,0
25,1,High School,82737,4,0,20000,4,12.53,0.24,4,634,1,0
24,1,High School,75890,2,0,20000,3,14.84,0.26,4,595,0,1
23,1,Bachelor,84428,1,0,20000,2,17.74,0.24,2,707,1,0
25,1,Bachelor,85061,1,0,20000,5,9.99,0.24,2,627,1,0
22,1,Bachelor,84791,0,0,20000,4,6.91,0.24,4,592,1,0
25,0,Bachelor,77982,6,0,20000,5,11.01,0.26,4,699,0,1
25,1,High School,86325,2,0,20000,4,14.09,0.23,2,566,1,0
22,1,High School,26244,0,1,3000,3,11.49,0.11,3,667,1,0
23,0,High School,86183,1,0,20000,0,14.09,0.23,3,638,0,0
23,0,Associate,67625,0,0,20000,1,15.2,0.3,4,620,0,1
24,1,High School,87261,1,0,20000,1,11.83,0.23,2,667,1,0
24,0,Bachelor,25826,4,3,6000,4,12.21,0.23,2,655,0,0
23,1,Associate,80180,0,0,20000,2,14.11,0.25,3,666,0,1
22,1,High School,80179,0,0,20000,3,14.42,0.25,2,655,0,1
24,1,High School,87458,3,0,20000,5,14.74,0.23,3,604,1,0
24,0,Master,89922,0,0,20000,5,12.69,0.22,3,672,1,0
22,0,Bachelor,26137,0,1,1625,3,16.89,0.06,3,596,0,1
25,1,High School,91179,0,0,20000,3,11.01,0.22,4,658,1,0
21,1,Associate,26112,0,1,4500,5,11.01,0.17,2,608,0,1
25,1,Bachelor,26559,2,1,8500,2,9.63,0.32,4,686,1,0
24,0,Associate,91001,0,0,20000,5,8.88,0.22,3,687,0,0
26,0,Bachelor,90978,3,0,20000,1,6.91,0.22,4,652,1,0
26,0,Bachelor,90805,4,0,20000,0,11.01,0.22,3,603,0,0
25,0,Associate,91130,0,0,20000,4,10.38,0.22,3,622,1,0
22,1,High School,83759,1,0,20000,3,10.99,0.24,4,660,0,1
22,1,Master,91033,1,0,20000,2,11.01,0.22,2,572,1,0
21,0,Bachelor,26887,0,1,7575,4,11.01,0.28,3,641,1,0
26,0,Bachelor,26792,4,2,5200,0,12.42,0.19,3,674,0,0
24,1,Bachelor,83573,1,0,20000,5,14.82,0.24,4,693,0,1
23,0,Bachelor,91541,4,0,20000,4,16.32,0.22,3,628,0,0
23,0,Associate,72279,2,0,20000,1,16,0.28,3,688,0,1
23,1,Associate,92304,0,0,20000,1,10.37,0.22,3,635,1,0
26,1,Master,85207,2,0,20000,3,13.16,0.23,3,662,0,1
24,0,Associate,85232,5,0,20000,2,14.88,0.23,4,652,0,1
22,0,Associate,93127,2,0,20000,3,13.98,0.21,4,619,1,0
26,1,Master,86320,2,0,20000,5,13.36,0.23,2,655,0,1
21,0,High School,26946,0,2,7125,2,6.99,0.26,3,653,0,0
22,0,High School,26711,0,1,4025,0,5.42,0.15,4,565,1,0
24,1,Bachelor,26769,2,1,8000,1,5.42,0.3,2,613,1,0
26,0,Bachelor,94812,4,0,20000,5,13.85,0.21,4,663,0,0
22,0,Associate,27119,0,1,4000,4,12.99,0.15,2,540,1,0
26,1,Bachelor,27046,5,2,4200,1,9.99,0.16,3,598,1,0
22,0,Bachelor,26902,4,1,1400,2,11.01,0.05,2,653,1,0
123,1,Bachelor,94723,100,0,20000,2,11.01,0.21,4,714,1,0
23,0,High School,74473,0,0,20000,1,11.14,0.27,2,460,0,1
21,1,Bachelor,27072,0,1,3800,3,5.99,0.14,2,643,0,0
24,0,Master,87447,6,0,20000,3,11.01,0.23,4,632,0,1
23,0,High School,94310,0,0,20000,2,11.58,0.21,3,578,0,0
23,1,Master,95354,2,0,20000,1,13.85,0.21,4,642,1,0
23,1,Master,96236,0,0,20000,0,16.89,0.21,4,688,0,0
23,1,Master,96969,2,0,20000,1,7.9,0.21,4,696,0,0
23,0,Associate,27201,0,2,6000,2,12.68,0.22,4,527,1,0
22,1,Associate,76808,0,0,20000,1,14.91,0.26,4,611,0,1
24,1,High School,97157,0,0,20000,2,13.06,0.21,4,545,1,0
25,1,High School,96773,3,0,20000,0,8.88,0.21,4,644,1,0
23,1,Bachelor,26954,0,1,2000,0,6.17,0.07,4,511,1,0
22,0,High School,96673,1,0,20000,0,13.98,0.21,4,616,1,0
22,1,High School,26872,3,2,8500,2,6.54,0.32,4,656,0,0
26,1,Bachelor,76420,2,0,20000,1,13.85,0.26,3,656,0,1
26,0,Associate,27097,2,1,1000,5,10.36,0.04,3,581,1,0
